"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"302572664"@;@"""SAYFULLO PLYUS SAIDA"" MCHJ"@;@"1706"@;@"1706219"
"311907612"@;@"""SPETS METALL STROY"" MCHJ"@;@"1726"@;@"1726264"
"308471080"@;@"""GOLD AFSONA"" MCHJ"@;@"1714"@;@"1714401365"
"308248752"@;@"""PHARM INFINITY"" MCHJ"@;@"1726"@;@"1726280"
"309361415"@;@"""QO`SHKO`PIR NON SANOAT"" MCHJ"@;@"1733"@;@"1733212"
"305992829"@;@"""MUSO BO'RIYEV"" XK"@;@"1722"@;@"1722203"
"305126305"@;@"""IDEAL NON"" MCHJ"@;@"1714"@;@"1714234"
"305528137"@;@"""SIFATLI SAMARA"" MCHJ"@;@"1722"@;@"1722204"
"304784762"@;@QASHQADARYO EKO TRANS MCHJ@;@"1710"@;@"1710401"
"311194766"@;@"""STARBAR"" OK"@;@"1727"@;@"1727265"
"301899257"@;@"""SAMKAT ZOIR SERVIS"" MCHJ"@;@"1718"@;@"1718406"
"303916185"@;@"""INTELLEKT SAVDO BIZNES"" MCHJ"@;@"1730"@;@"1730412"
"307388556"@;@"""MY STATIONERY UZ"" MCHJ"@;@"1718"@;@"1718233"
"311237648"@;@"ООО ""AKNIYAT"""@;@"1714"@;@
"309425817"@;@"OOO ""ONEX METALL SUV SERVIS"""@;@"1726"@;@
"301222158"@;@ООО ECE COSMETIC@;@"1726"@;@
"305953908"@;@"""MEXATRONIKA SERVICE"" MCHJ"@;@"1726"@;@"1726273"
"310185889"@;@"""FER-MUB"" MCHJ"@;@"1703"@;@"1703401"
"310393131"@;@""" POWER PROJECT LINE"" MCHJ"@;@"1724"@;@"1724212"
"306850956"@;@"""ART CARAVAN"" MCHJ"@;@"1726"@;@"1726277"
"307986453"@;@DO`STLIK PROM TEX MCHJ@;@"1710"@;@"1710207"
"302295597"@;@"""SAMANDAR SANOAT INVEST"" MCHJ"@;@"1730"@;@"1730221"
"309308043"@;@"""AZIZBEK ABDIRAYIM MAXMARAIM"" OK"@;@"1722"@;@"1722223"
"305791492"@;@"""D-A ZAMON MEBEL"" OK"@;@"1727"@;@"1727237"
"306595481"@;@"""NASAF DOORS"" MCHJ"@;@"1710"@;@"1710401"
"309949694"@;@"ООО ""ASILBEK ABUBAKIR LOGISTIC TRANS"""@;@"1706"@;@
"310543506"@;@"OOO ""TEAM OPTRADE"""@;@"1726"@;@
"201121254"@;@"""O`ZLITINEFTGAZ"" AJ"@;@"1726"@;@"1726273"
"302742562"@;@"ФХ ""OTAQO`ZIYEVLAR CHORVA DALASI"""@;@"1703"@;@
"303146954"@;@"""ZASTROY"" MCHJ"@;@"1726"@;@"1726287"
"305427904"@;@"""BRILLIANTLY BREAD"" MCHJ"@;@"1706"@;@"1706207"
"301746107"@;@"""MUSAFFO NIYAT"" MCHJ"@;@"1727"@;@"1727237"
"205098074"@;@"""ART DESIGN"" MCHJ"@;@"1726"@;@"1726277"
"303033803"@;@"""HARDWARE INVEST"" OK"@;@"1726"@;@"1726262"
"576538960"@;@ЯТТ Аминов Бекзод Кохромон Угли@;@"1733"@;@
"306023354"@;@"""MUSHTARIY FURNITURE"" MCHJ"@;@"1718"@;@"1718233"
"205322129"@;@"""O`ZKITOBULGURJISAVDO"" MCHJ"@;@"1726"@;@"1726294"
"204189666"@;@"""AKVA TEXNOLOG"" MCHJ"@;@"1718"@;@"1718401"
"202071104"@;@"""SARKOR-TELEKOM"" MCHJ QK"@;@"1726"@;@"1726266"
"309540722"@;@"ООО ""SANJARRIZO"""@;@"1730"@;@
"306182514"@;@"OOO ""ELECTRO LIGHT"""@;@"1726"@;@
"307063834"@;@"""UZTRANSFORMATOR"" MCHJ"@;@"1726"@;@"1726264"
"309857381"@;@"""KAVSAR INDUSTRY"" MCHJ"@;@"1718"@;@"1718215"
"308411226"@;@"""AXRORBEK ELYORBEK BLOKLARI"" OK"@;@"1730"@;@"1730215"
"306196962"@;@"""DONIYORBEK ODILBEK ANVARBEK"" MCHJ"@;@"1735"@;@"1735204"
"310539343"@;@"""THE TIMES ENERGY GROUP"" MCHJ"@;@"1727"@;@"1727419"
"201403164"@;@"""PROGRESS RSF"" MCHJ"@;@"1726"@;@"1726264"
"301874613"@;@"""PANTERA - BOX - SERVICE"" MCHJ"@;@"1727"@;@"1727237"
"301585893"@;@"""FARFOR BARAKA"" XK"@;@"1727"@;@"1727237"
"310858896"@;@"""MIZAN"" MCHJ"@;@"1726"@;@"1726290"
"309208999"@;@"ООО ""ALRAFAH"""@;@"1722"@;@
"307413739"@;@"""MIR-AS-KAPITAL"" MCHJ"@;@"1708"@;@"1708401"
"311299531"@;@"ООО ""ROAD MARKING SOLUTIONS"""@;@"1726"@;@
"310660384"@;@"""ORZU GROUPP"" OK"@;@"1733"@;@"1733401"
"309620567"@;@"""AKA-UKA IMINOVLAR 777"" OK"@;@"1730"@;@"1730203"
"308744025"@;@"""VOSTOK ELEKTRO ENERGY"" MCHJ"@;@"1727"@;@"1727419"
"301968581"@;@"""AROMA CLASSIC"" XK"@;@"1727"@;@"1727237"
"303505364"@;@"""ABROR-AXROR-CHAROS"" XK"@;@"1722"@;@"1722215"
"307047687"@;@"""BJ GOLD DIZAYNER"" XK"@;@"1722"@;@"1722401"
"311038769"@;@"""STABLE NET"" MCHJ"@;@"1726"@;@
"201998381"@;@"""MAQSUDIY"" MCHJ"@;@"1710"@;@"1710401"
"311369744"@;@"""AND MOBILE TORG"" MCHJ"@;@"1703"@;@"1703203"
"309721504"@;@"""FAYZ-IMKON"" MCHJ"@;@"1727"@;@"1727424"
"306900473"@;@"""SHOXRUZ BEXRUZ MEBELLARI"" OK"@;@"1733"@;@"1733236"
"200499244"@;@"""SHO`RCHI MEBEL"" MCHJ"@;@"1722"@;@"1722226"
"205819347"@;@"""DASTURXON BEZAGI"" MCHJ"@;@"1714"@;@"1714207"
"311258352"@;@"ООО ""ELEMENTSTROY"""@;@"1726"@;@
"205241729"@;@"""XALOL XALOVAT"" MCHJ"@;@"1706"@;@"1706401"
"207097770"@;@TBEA CO., LTD.@;@"1726"@;@"1726290"
"310727014"@;@"""WORD MEGA OIL PRODUCTS"" MCHJ"@;@"1730"@;@"1730242"
"204565468"@;@"""EL-MOBIL"" MCHJ"@;@"1726"@;@"1726294"
"205766969"@;@"Представительство  ""HERBION INTERNATIONAL INC"""@;@"1726"@;@
"301919713"@;@"""ZAMON-BAXOR"" XK"@;@"1708"@;@"1708218"
"310935286"@;@"ООО ""BARAKA TRUCKS"""@;@"1733"@;@
"305758706"@;@ООО BUILDING LEADER@;@"1726"@;@
"305854452"@;@"""ELYORJON FAYZI"" OK"@;@"1730"@;@"1730218"
"300490436"@;@"""GO`ZAL XOSIYAT"" XK"@;@"1733"@;@"1733217"
"303260538"@;@"""BOBUR-KESH-AMIN"" XK"@;@"1710"@;@"1710405"
"305211699"@;@"""KESH SIFAT G`ISHT"" XK"@;@"1710"@;@"1710245"
"311058973"@;@"""BIOGAN PHARM"" MCHJ"@;@"1703"@;@"1703401"
"306019817"@;@"""SHOBBOZ IDEAL"" MCHJ"@;@"1735"@;@"1735207"
"308079156"@;@"""KESH SIFAT SUT"" OK"@;@"1710"@;@"1710405"
"206277928"@;@"""DALEX PRINT"" MCHJ"@;@"1726"@;@"1726287"
"310773694"@;@"""ZIRAAT MEBEL"" MCHJ"@;@"1708"@;@"1708401"
"301733922"@;@"""ZUXRIDDIN FAYZ OMAD"" XK"@;@"1718"@;@"1718401"
"300082341"@;@"""AZIZ INVEST ENGINEERING"" MCHJ"@;@"1730"@;@"1730218"
"301086264"@;@"""URGANCH POLI METAL SERVIS"" MCHJ"@;@"1733"@;@"1733223"
"311543631"@;@"""ASXAD"" MCHJ"@;@"1718"@;@"1718401"
"304971300"@;@"""SHAROF RASHIDOV NOMIDAGI TO`QIMACHILIK KOMBINATI"" MCHJ"@;@"1708"@;@"1708401"
"303918594"@;@MCHJ USMON-GOLD@;@"1708"@;@"1708235"
"306404149"@;@"""GREAT WALL MACHINARY"" MCHJ XK"@;@"1726"@;@"1726283"
"311259858"@;@"""MUXTASHAM PROFIL"" MCHJ"@;@"1703"@;@"1703206"
"308857367"@;@"""MOZZI SUT"" OK"@;@"1733"@;@"1733236"
"306605174"@;@STAINLESS STELL MCHJ@;@"1718"@;@"1718401"
"309933003"@;@"""PRO-TOK"" MCHJ"@;@"1726"@;@"1726290"
"310766362"@;@OOO FER LOGISTIC DOLINA@;@"1730"@;@
"310723804"@;@CHENAR KRASKI LIMITED MCHJ@;@"1726"@;@
"308257307"@;@"""QAYTMAS DIYORI"" MCHJ"@;@"1714"@;@"1714207"
"205328444"@;@"""OYNAZAR"" XK"@;@"1703"@;@"1703224"
"200024859"@;@"""HUNARMAND "" MCHJ"@;@"1712"@;@"1712251"
"308014728"@;@"""ALIXAN 555"" XK"@;@"1726"@;@"1726290"
"300710840"@;@"""VAXID KASIMOV"" XK"@;@"1735"@;@"1735207"
"310745547"@;@CHONGMU ООО@;@"1726"@;@
"308975940"@;@"""BEK METALL BUSINES-GROUP"" MCHJ"@;@"1726"@;@"1726264"
"307077627"@;@"""SOLIDMETALL"" MCHJ"@;@"1726"@;@"1726277"
"207020653"@;@"""ELECTRO PREMIUM"" MCHJ"@;@"1726"@;@"1726292"
"303094941"@;@"OOO ""BIFG CONSULTING"""@;@"1726"@;@
"310430765"@;@"""NOVEY VALLEY DISTRICT"" MCHJ"@;@"1730"@;@"1730405"
"201335329"@;@"""NAVRO`Z"" MCHJ"@;@"1733"@;@"1733217"
"310755115"@;@"""SUYDIXON ZIYO FAYZ"" OK"@;@"1730"@;@"1730206"
"307230230"@;@"""JAXONGIR XAMZAOBOD BARAKA"" MCHJ"@;@"1718"@;@"1718227"
"306563126"@;@"""BEK GOLDEN FIBER"" OK"@;@"1712"@;@"1712251"
"308631142"@;@"""GULAMOV IBROXIM"" OK"@;@"1730"@;@"1730236"
"310532170"@;@"ООО ""VODIY-CHORVA MARKET"""@;@"1703"@;@
"305879444"@;@"ООО ""JASUR LOGISTIK"" Республика Узбекистан,"@;@"1733"@;@
"311491341"@;@ХК NASIMXODJA  BIZNES@;@"1726"@;@
"206937019"@;@"""BANER PRINT"" MCHJ"@;@"1726"@;@"1726264"
"308497483"@;@"""TAXMINA GROUP TEKSTIL"" MCHJ"@;@"1714"@;@"1714207"
"307430339"@;@"""ITTIFOQ MAKS`"" MCHJ"@;@"1730"@;@"1730218"
"305578219"@;@"OOO ""ULUGBEK FARUGBEK GRAND"""@;@"1726"@;@
"306238964"@;@"ООО ""SAHOVAT IMPORT"""@;@"1714"@;@
"304509595"@;@"""PROGRESS TEXTILE"" MCHJ"@;@"1730"@;@"1730405"
"206635125"@;@"""ILIN GAZ OIL"" MCHJ"@;@"1724"@;@"1724228"
"302045464"@;@"""KAMOL REAL BIZNES"" MCHJ"@;@"1726"@;@"1726264"
"310564550"@;@"ООО ""STROY TORG SNAB"""@;@"1703"@;@
"311156353"@;@"""YASMINABONU SHERBEK"" XK"@;@"1722"@;@"1722217"
"307849037"@;@"""SANGZOR BIZNES PARRANDA DON DUNYOSI"" MCHJ"@;@"1708"@;@"1708223"
"302672824"@;@"""TASHKENT CHICKEN MEAT"" MCHJ"@;@"1727"@;@"1727237"
"306560794"@;@OOO CASTROL MOTO LUX@;@"1706"@;@
"200265868"@;@"""SHIRMONBULOQ TOSH KONI"" MCHJ"@;@"1703"@;@"1703210"
"200110664"@;@"""MRAMOR ASR"" MCHJ"@;@"1714"@;@"1714237"
"306868268"@;@OOO ASIA MOBILE@;@"1726"@;@
"308747535"@;@"""JAVOHIR SHIRIN PECHENYESI"" OK"@;@"1703"@;@"1703230"
"308845414"@;@"""LEADER BIZNES FRUITS"" MCHJ"@;@"1714"@;@"1714236"
"309941151"@;@""" FASADNI KLINKER"" MCHJ"@;@"1718"@;@"1718216"
"302445647"@;@"""IQBOL PRESS"" MCHJ"@;@"1703"@;@"1703401"
"311405612"@;@"""SOFIYA METAL BIZNES"" MCHJ"@;@"1727"@;@"1727424"
"310956197"@;@"""TESHA BOBO ORZUSI"" OK"@;@"1712"@;@"1712216"
"308436717"@;@"""MH IRRIGATOR"" MCHJ"@;@"1706"@;@"1706204"
"308775952"@;@"""WORLDCLASS"" MCHJ"@;@"1726"@;@"1726277"
"310187434"@;@"""DALSVYAZ"" MCHJ"@;@"1726"@;@"1726273"
"300774421"@;@"""MALIKA NUR FAR"" XK"@;@"1730"@;@"1730401"
"305990009"@;@"""ZABON GO`SHT"" MCHJ"@;@"1726"@;@"1726266"
"305972472"@;@"""GLASS-PARK"" XK"@;@"1712"@;@"1712401"
"310107872"@;@ИП ООО Alexander Brands@;@"1726"@;@
"302751188"@;@ЧП RAMUS GROUP@;@"1726"@;@
"308827633"@;@"""SUPER REKLAMA M"" MCHJ"@;@"1730"@;@"1730401"
"303849696"@;@"ООО ""SARVINOZ STAR"""@;@"1726"@;@
"300582914"@;@"""SARAFROZ TEKSTIL"" MCHJ"@;@"1706"@;@"1706401"
"304811031"@;@"""NARPAY SPAGETTI"" MCHJ"@;@"1718"@;@"1718218"
"302961100"@;@"""RIZO PRINT "" MCHJ"@;@"1730"@;@"1730405"
"306622503"@;@"ООО ""GC-GROUP INDUSTRIES"""@;@"1726"@;@
"310454624"@;@"OOO ""DORUKMED"""@;@"1726"@;@
"306190401"@;@"""TEXNO LINE"" MCHJ XK"@;@"1726"@;@"1726283"
"309581370"@;@"""SHAMSIYABONU ULUG`BEK"" OK"@;@"1706"@;@"1706246"
"303411973"@;@"""ZIPPER TEXTILE"" MCHJ"@;@"1726"@;@"1726277"
"310841619"@;@"""UNIVERSALPALLETS"" MCHJ"@;@"1726"@;@"1726262"
"305281479"@;@"""PERSOBYURO MARKAZI"" MCHJ"@;@"1726"@;@"1726269"
"305748124"@;@"""SANFA FIBER"" MCHJ"@;@"1730"@;@"1730401"
"204699546"@;@ООО ASADBEK  FURQAT@;@"1726"@;@
"308513099"@;@PROM -SITO SERVISE MCHJ@;@"1722"@;@"1722221"
"308684805"@;@"""GEOTEKS PRODUCTIONS"" MCHJ QK"@;@"1733"@;@"1733401"
"306152961"@;@"""TO`RON QANDOLAT GOLD"" MCHJ"@;@"1718"@;@"1718406"
"311456652"@;@"""MUSO BARAKA 555"" OK"@;@"1722"@;@"1722214"
"311090209"@;@"""SHURCHI MEBEL 404"" MCHJ"@;@"1722"@;@"1722226"
"307914644"@;@"""SHOES"" MCHJ"@;@"1730"@;@"1730405"
"310373575"@;@"""AMONOV MEBEL 1"" MCHJ"@;@"1718"@;@"1718233"
"310933123"@;@"OOO ""SITEX GROUP"""@;@"1727"@;@
"304234647"@;@"""YO`LDOSHYEV JAMSHID TOSHTEMIROVICH"" OK"@;@"1722"@;@"1722223"
"203695323"@;@"""INTERMAXSUSQURILISH"" MCHJ"@;@"1726"@;@"1726280"
"311400216"@;@"""SANATBEK ISOBEK"" XK"@;@"1733"@;@"1733230"
"303182967"@;@"""CHINOBOD PLAST"" MCHJ"@;@"1718"@;@"1718224"
"307506202"@;@"ООО ""HAZORA-GROUP"""@;@"1718"@;@
"310911443"@;@"""ABDUAZIZ GRAND TEKSTIL"" MCHJ"@;@"1703"@;@"1703202"
"301657526"@;@"""ISHONCH ZAMIN CHIROYI"" XK"@;@"1706"@;@"1706215"
"307618925"@;@"ИП ООО ""SHANDONG TIEJUN ELECTRIC POWER ENGINEERING NAVOI"""@;@"1712"@;@
"307573549"@;@"""VODIY PRINT POLIGRAF SERVIS"" MCHJ"@;@"1730"@;@"1730401"
"303405569"@;@"""MEDPROTECT TECHNOLOGY"" XK"@;@"1726"@;@"1726287"
"203006047"@;@"""AL-MANSUR"" XK"@;@"1730"@;@"1730212"
"303420789"@;@"""ELIT SERVIS AKBARSHOX"" XK"@;@"1706"@;@"1706219"
"204578474"@;@"""RAVSHAN SHOIRA"" OK"@;@"1706"@;@"1706207"
"306193112"@;@"OOO ''TRADING BM GROUP"""@;@"1726"@;@
"306035892"@;@"""STAR GLASS PREMIUM"" MCHJ"@;@"1726"@;@"1726294"
"303471021"@;@"""AZIA PREMIUM TEXTILE"" MCHJ"@;@"1727"@;@"1727259"
"304726571"@;@"""CHEESE LOVER"" MCHJ"@;@"1726"@;@"1726277"
"308266897"@;@"""BAHOR TOZA SUV"" OK"@;@"1706"@;@"1706246"
"307428386"@;@"""FERTRADE A"" MCHJ"@;@"1718"@;@"1718401"
"304909525"@;@"""GRACH"" XK"@;@"1726"@;@"1726290"
"310244577"@;@"""YASSA SHER PLAST"" MCHJ"@;@"1726"@;@"1726269"
"311248927"@;@"ООО ""PULSE EV"""@;@"1726"@;@
"311168361"@;@"ООО ""OFISMAK"""@;@"1726"@;@
"310768161"@;@"ИП ООО ""SHANTUI EQUIPMENT"""@;@"1726"@;@
"205274806"@;@"""A`LO TEMURBEK"" XK"@;@"1727"@;@"1727212"
"311728463"@;@"OOO ""JAXONGIR KOMILA"""@;@"1706"@;@
"308328336"@;@"""TURON KOMPLEKT"" MCHJ"@;@"1706"@;@"1706242"
"307979912"@;@"""MIRANES GIJDUVAN"" MCHJ"@;@"1706"@;@"1706215"
"303422041"@;@"""HERSTELLER PLAST"" MCHJ XK"@;@"1726"@;@"1726290"
"304558045"@;@"""MEAT LAND UNIVERSAL"" XK"@;@"1726"@;@"1726273"
"207161874"@;@OOO''Absolute Business Trade@;@"1726"@;@
"306482590"@;@"""OISHABONU LUX"" MCHJ"@;@"1703"@;@"1703408"
"309486970"@;@"""FAROVON LYUKS-MAX"" MCHJ"@;@"1703"@;@"1703236"
"302603703"@;@"OOO ""QAMAY OBOD QURILISH"""@;@"1710"@;@
"308714236"@;@"""G'IJDUVON AGROSAVDO TEX SERVIS"" MCHJ"@;@"1706"@;@"1706215"
"302047818"@;@"""ENERGO AVTOMATIKA"" MCHJ"@;@"1706"@;@"1706401"
"306741410"@;@"""XB TEKS -1"" MCHJ"@;@"1703"@;@"1703230"
"305894063"@;@"OOO ""SAN-NEO"""@;@"1733"@;@
"311045903"@;@"""CLASS HOME MEBEL"" MCHJ"@;@"1718"@;@"1718238"
"308855734"@;@"""ROSHIDON EVRO DEVORLARI"" MCHJ"@;@"1730"@;@"1730224"
"310207614"@;@"""999 PREMIUM TOOLS"" XK"@;@"1726"@;@"1726262"
"205473939"@;@"""G`AYRAT-CHODAK"" MCHJ"@;@"1706"@;@"1706212"
"310336834"@;@"""STONE GRAND MILANO"" MCHJ"@;@"1730"@;@"1730212"
"308796894"@;@"""MUNOSIB MEBEL GROUP"" XK"@;@"1727"@;@"1727259"
"311735234"@;@ZUBAYR FROUGH LLC@;@"1722"@;@
"311706783"@;@"ООО ""SEVARA SHOXI"""@;@"1727"@;@
"303398974"@;@MCHJ CHELAK PROFIL STROY@;@"1718"@;@"1718224"
"308158374"@;@"""MIRISHKOR RIFA TEXTIL"" MCHJ"@;@"1710"@;@"1710233"
"307954864"@;@"""RAVOTXO`JA TOSH"" MCHJ"@;@"1718"@;@"1718206"
"309786090"@;@"ООО ""BBT Q-WATT"""@;@"1726"@;@
"310186594"@;@OOO OQMAXMADOV RAVSHANBEK LOGISTIC@;@"1706"@;@
"307736383"@;@"ЧП ""Kalimbet Sultan"""@;@"1735"@;@
"305425771"@;@"""XOVOS-NON-SAVDO"" MCHJ"@;@"1724"@;@"1724235"
"300074865"@;@"""HAZORASP-TEXTIL"" MCHJ"@;@"1733"@;@"1733220"
"308837185"@;@"OOO ""MISTER MODERN TRADE"""@;@"1726"@;@
"310308661"@;@"ООО ""YANGGUANG BUSINESS"""@;@"1726"@;@
"303277222"@;@"""JO'SHQIN IBROXIM"" OK"@;@"1733"@;@"1733226"
"309317579"@;@"""ANHOR-MILK"" MCHJ"@;@"1730"@;@"1730230"
"305479318"@;@"ООО ""LES TORG"""@;@"1727"@;@
"310843679"@;@OOO GOLD DRIP@;@"1724"@;@
"206832624"@;@"ООО ""ARTDEKOR-BIZNES"""@;@"1726"@;@
"311166049"@;@ООО ALISHER LOGISTIC@;@"1703"@;@
"308771293"@;@"""YULDASHBEK AZIM"" MCHJ"@;@"1730"@;@"1730203"
"308922144"@;@"""POLYMER NUKUS"" MCHJ"@;@"1735"@;@"1735401"
"309385836"@;@"ИП OОО ""MINERALS-TRADE-HOUSE"""@;@"1727"@;@
"302436049"@;@"""TEX MASH STROY"" MCHJ"@;@"1712"@;@"1712401"
"302576974"@;@"""USTA NURMON QURILISH"" XK"@;@"1718"@;@"1718218"
"307184375"@;@ООО ZAM-ZAM UZBEKISTAN COMPANY@;@"1706"@;@
"307364444"@;@"""ORBITA CRUSHER"" MCHJ"@;@"1706"@;@"1706401"
"310426057"@;@"""KOGON SHAMSHOD OBODLIK"" MCHJ"@;@"1706"@;@"1706219"
"311242753"@;@"ООО ""ZABIHA MEAT"""@;@"1726"@;@
"310777848"@;@"ООО ""PREMIUM CARGO WAY"""@;@"1726"@;@
"311232963"@;@"""FERGANA MFX PLAST"" XK"@;@"1730"@;@"1730401"
"201079844"@;@"""SULTON-DBSH"" MCHJ"@;@"1726"@;@"1726294"
"302692934"@;@"""SUNNATILLA QURUVCHI"" XK"@;@"1722"@;@"1722207"
"304304044"@;@"""ABM BIOMEDICINE"" MCHJ"@;@"1727"@;@"1727265"
"311030811"@;@"OOO ""PARNIAN"""@;@"1706"@;@
"300372907"@;@"""BO`STONLIQ TEMIR BETON"" MCHJ"@;@"1727"@;@"1727224"
"309229498"@;@"""TKT TEHNO GROUP"" MCHJ"@;@"1726"@;@"1726283"
"308158778"@;@"""BUXARA JASMIN TEKSTIL"" MCHJ"@;@"1706"@;@"1706246"
"307299137"@;@"""YANGI XAYOT IMKON SAVDO"" OK"@;@"1703"@;@"1703214"
"310185722"@;@"""TEMURBEK OYSHA-TEXTILE"" MCHJ"@;@"1727"@;@"1727237"
"308026198"@;@ООО TRADING BRAVES BUSINES@;@"1714"@;@
"307632695"@;@"OOO "" NAQSHI """@;@"1726"@;@
"310135009"@;@"ООО ""IKRAM OMADA"""@;@"1727"@;@
"311405747"@;@"""USMON-ANGOR"" MCHJ"@;@"1722"@;@"1722202"
"305774458"@;@"""KESH NOTO'QIMA"" XK"@;@"1710"@;@"1710405"
"306374424"@;@"""GULSHAN  - TEKSTIL -  PLYUS"" XK"@;@"1706"@;@"1706403"
"307398615"@;@"ИП ООО ""NEW PAY NATIONAL PLAZA"""@;@"1726"@;@
"205741059"@;@"""METALLTORG LYUKS"" MCHJ"@;@"1703"@;@"1703401"
"306473451"@;@"""LPS 24"" MCHJ"@;@"1726"@;@"1726262"
"303003412"@;@"""POLIMER LYUKS"" MCHJ"@;@"1703"@;@"1703203"
"306777033"@;@"""SHODIYOR 2019"" OK"@;@"1712"@;@"1712251"
"310859910"@;@"""CLEANLIFE"" MCHJ"@;@"1726"@;@"1726266"
"307948396"@;@"""ZILOL SUV QURILISH TA'MINOT"" MCHJ"@;@"1727"@;@"1727233"
"306780134"@;@"""YUSUPOV JAVOHIR TEKSTIL"" OK"@;@"1710"@;@"1710250"
"307969616"@;@"OOO  ""Abubakir Best Trade"""@;@"1730"@;@
"307671521"@;@"""CONFIDENCE IS BETTER"" MCHJ"@;@"1730"@;@"1730221"
"306806082"@;@"""SMART EFFICIENT BUSINESS"" MCHJ"@;@"1726"@;@"1726287"
"307069873"@;@"""PRO PLUS TRY"" MCHJ"@;@"1735"@;@"1735225"
"309213914"@;@OOO ROFF MEBEL 2022@;@"1726"@;@
"311114864"@;@"""SAXRO FURNITURE"" MCHJ"@;@"1726"@;@"1726273"
"303795884"@;@"""ANIZ GLOBAL SAVDO"" MCHJ"@;@"1703"@;@"1703230"
"305932514"@;@"""MMY GLOBAL"" MCHJ"@;@"1727"@;@"1727265"
"306390492"@;@"""RO'ZMAMAT RAXMON KURDIK"" OK"@;@"1733"@;@"1733223"
"305710125"@;@"""CHASHMA - OQTEPA"" MCHJ"@;@"1712"@;@"1712238"
"306202068"@;@"ООО ""IR VIP BUILDING"""@;@"1727"@;@
"307230666"@;@"""GRAND KAPITAL MEBEL"" MCHJ"@;@"1727"@;@"1727248"
"305190465"@;@"""OLTIN YER HIMOYA"" AJ"@;@"1703"@;@"1703217"
"305193113"@;@"""LIFETIME STONES"" MCHJ"@;@"1714"@;@"1714237"
"311770270"@;@"OOO ""TRUCK AUTO SERVIS"""@;@"1726"@;@
"205013038"@;@"""AZIZA PEYNIR"" XK"@;@"1727"@;@"1727233"
"311103538"@;@ООО BEAUTY OPTIMAL@;@"1726"@;@
"310837795"@;@"OOO ""SPARETECHLINE SOLUTIONS"""@;@"1726"@;@
"310561792"@;@OOO AZZAPRO@;@"1726"@;@
"305985812"@;@"""RAVSHANBEK SOYOT AKFA SERVIS"" XK"@;@"1733"@;@"1733226"
"308665044"@;@"ООО ""INTERNATIONAL AGRO MAX FOOD"""@;@"1726"@;@
"308049518"@;@"""GOLF STREAM-CLIMATE"" XK"@;@"1726"@;@"1726290"
"309697044"@;@"ООО ""ROHMAN RIZO"""@;@"1730"@;@
"311475843"@;@"XK ""KAMOL AKZ"""@;@"1726"@;@
"301704070"@;@"""RUXSHONA HAMID"" MCHJ"@;@"1735"@;@"1735233"
"311563615"@;@"""NUR POLIMERPLAST"" MCHJ"@;@"1710"@;@"1710224"
"309203720"@;@"""RAVSHAN SHAHZODA ORZUSI"" OK"@;@"1706"@;@"1706215"
"306830774"@;@"OOO ""FAR DIL WORLD BUSINESS"""@;@"1726"@;@
"306615305"@;@"""QO'SHKO'PIR METAL MAXSULOTLARI"" MCHJ"@;@"1733"@;@"1733212"
"303936200"@;@"""YUNUSBEK MUHAMMADYUSUF KELAJAGI"" OK"@;@"1714"@;@"1714234"
"308441767"@;@"""KARSHI  SHERZOD MEBELLARI"" OK"@;@"1710"@;@"1710401"
"312376958"@;@"""FURNITURE ZONE 777"" MCHJ"@;@"1708"@;@"1708201"
"306127968"@;@"ЧП ""Jalol Omad Motors"""@;@"1726"@;@
"301464560"@;@"""SHAMS EVRO PLAST"" MCHJ"@;@"1726"@;@"1726287"
"303768290"@;@JOHON IDEAL TEX OK@;@"1726"@;@"1726283"
"205710563"@;@"""NORIN SUV QURILISH"" MCHJ"@;@"1714"@;@"1714242"
"305990980"@;@"""QAHRAMON RUSTAM"" OK"@;@"1733"@;@"1733223"
"307554928"@;@TEXNODENT@;@"1726"@;@
"302513744"@;@"""ARSLON TEKSTIL"" OK"@;@"1727"@;@"1727237"
"311286500"@;@"""ASL BARAKA PISTA"" OK"@;@"1727"@;@"1727265"
"310756683"@;@"""HUNARMAND OILAVIY CHEVAR"" MCHJ"@;@"1706"@;@"1706230"
"310048789"@;@"""EXPRESS HOME DECOR"" MCHJ"@;@"1726"@;@"1726273"
"307246202"@;@"""OGOOF-M"" MCHJ"@;@"1703"@;@"1703401"
"302882444"@;@"""DASHYAKLI HASANBOY"" MCHJ"@;@"1733"@;@"1733226"
"310484113"@;@"""XAYRABOD SOF YOG'"" OK"@;@"1708"@;@"1708212"
"311576954"@;@"ООО ""USMAN GO TRAVEL"""@;@"1706"@;@
"308309786"@;@"""AKBAR BARAKA-CHARM"" MCHJ"@;@"1714"@;@"1714401"
"303314531"@;@"""AGROHOUSE"" MCHJ"@;@"1726"@;@"1726266"
"207358628"@;@"""TRADE SHOWS MANAGEMENT SERVICES"" DM"@;@"1726"@;@"1726269"
"308988007"@;@"""QIBRAY SUT BULOG`I"" MCHJ"@;@"1727"@;@"1727248"
"308935791"@;@"""GRAVITY IS THE BEST"" MCHJ"@;@"1703"@;@"1703401"
"310578256"@;@"ООО ""LIANHE KONCHILIK"""@;@"1726"@;@
"305327355"@;@"""DIAGNOKIM SOLUTIONS"" MCHJ QK"@;@"1726"@;@"1726294"
